,Player,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP.1,PTS.1,TRB.1,AST.1,Year,Pts Won,Pts Max,Share
1002,Rashad Vaughn,19,3,139,1671,161,478,83,265,18,26,18,158,75,53,29,48,120,423,0.337,0.313,0.692,12.0,3.0,1.1,0.5,2016,0.0,0.0,0.0
1003,Briante Weber,23,3,45,611,58,142,5,26,22,30,24,86,64,39,9,32,56,143,0.408,0.192,0.733,13.6,3.2,1.9,1.4,2016,0.0,0.0,0.0
1004,Alan Williams,23,4,67,872,163,322,0,2,87,139,115,371,39,37,38,51,155,413,0.506,0.0,0.626,13.0,6.2,5.5,0.6,2016,0.0,0.0,0.0
1005,Justise Winslow,19,8,344,8905,1121,2718,229,728,358,561,364,1760,889,307,137,500,794,2829,0.412,0.315,0.638,25.9,8.2,5.1,2.6,2016,7.0,650.0,0.011
1006,Christian Wood,20,8,319,7562,1622,3146,403,1075,832,1205,449,2278,451,172,281,474,610,4479,0.516,0.375,0.69,23.7,14.0,7.1,1.4,2016,0.0,0.0,0.0
1007,Delon Wright,23,9,473,10006,1234,2718,322,915,585,725,384,1527,1484,583,168,450,515,3375,0.454,0.352,0.807,21.2,7.1,3.2,3.1,2016,0.0,0.0,0.0
1008,Joe Young,23,3,127,1077,168,427,40,135,53,69,19,130,119,33,1,64,74,429,0.393,0.296,0.768,8.5,3.4,1.0,0.9,2016,0.0,0.0,0.0
1009,Álex Abrines,23,3,174,2777,305,789,219,595,95,108,49,248,88,92,22,72,291,924,0.387,0.368,0.88,16.0,5.3,1.4,0.5,2017,0.0,0.0,0.0
1010,Ron Baker,23,3,96,1394,106,296,35,132,53,75,18,139,169,66,15,79,125,300,0.358,0.265,0.707,14.5,3.1,1.4,1.8,2017,0.0,0.0,0.0
1011,Wade Baldwin,20,3,56,579,60,169,9,36,45,58,14,69,78,21,10,57,63,174,0.355,0.25,0.776,10.3,3.1,1.2,1.4,2017,0.0,0.0,0.0
1012,Malik Beasley,20,8,450,10095,1787,4194,1007,2614,315,392,182,1245,586,280,57,358,563,4896,0.426,0.385,0.804,22.4,10.9,2.8,1.3,2017,0.0,0.0,0.0
1013,DeAndre' Bembry,22,6,296,5670,720,1519,106,375,204,334,185,950,533,291,120,367,533,1750,0.474,0.283,0.611,19.2,5.9,3.2,1.8,2017,0.0,0.0,0.0
1014,Dragan Bender,19,4,187,3755,373,934,183,567,85,130,113,720,237,54,106,202,372,1014,0.399,0.323,0.654,20.1,5.4,3.9,1.3,2017,0.0,0.0,0.0
1015,Ben Bentil,21,1,3,10,0,3,0,1,0,0,0,2,0,0,0,1,1,0,0.0,0.0,,3.3,0.0,0.7,0.0,2017,0.0,0.0,0.0
1016,Dāvis Bertāns,24,8,443,7954,1103,2599,818,2055,388,450,140,1108,421,181,157,233,724,3412,0.424,0.398,0.862,18.0,7.7,2.5,1.0,2017,0.0,0.0,0.0
1017,Joel Bolomboy,23,2,18,91,12,22,1,5,6,12,10,27,2,3,2,4,4,31,0.545,0.2,0.5,5.1,1.7,1.5,0.1,2017,0.0,0.0,0.0
1018,Malcolm Brogdon,24,8,426,12521,2427,5223,712,1825,1002,1147,332,1769,1989,350,99,727,792,6568,0.465,0.39,0.874,29.4,15.4,4.2,4.7,2017,414.0,500.0,0.828
1019,Jaylen Brown,20,8,501,15015,3424,7180,950,2612,1334,1842,470,2612,1167,490,190,1029,1266,9132,0.477,0.364,0.724,30.0,18.2,5.2,2.3,2017,1.0,500.0,0.002
1020,Nicolás Brussino,23,2,58,531,52,143,29,97,17,22,26,98,47,17,8,26,43,150,0.364,0.299,0.773,9.2,2.6,1.7,0.8,2017,0.0,0.0,0.0
1021,Marquese Chriss,19,6,292,5338,830,1822,161,555,385,577,362,1366,298,187,227,348,738,2206,0.456,0.29,0.667,18.3,7.6,4.7,1.0,2017,3.0,500.0,0.006
1022,Semaj Christon,24,1,64,973,77,223,12,63,17,31,19,87,130,28,7,43,79,183,0.345,0.19,0.548,15.2,2.9,1.4,2.0,2017,0.0,0.0,0.0
1023,Quinn Cook,23,5,188,2652,479,1039,180,441,62,78,46,314,298,52,7,135,201,1200,0.461,0.408,0.795,14.1,6.4,1.7,1.6,2017,0.0,0.0,0.0
1024,Deyonta Davis,20,3,107,1299,200,334,0,1,54,85,105,346,47,21,61,43,177,454,0.599,0.0,0.635,12.1,4.2,3.2,0.4,2017,0.0,0.0,0.0
1025,Malcolm Delaney,27,2,127,2262,254,673,72,234,149,185,19,223,356,74,7,161,194,729,0.377,0.308,0.805,17.8,5.7,1.8,2.8,2017,0.0,0.0,0.0
1026,Cheick Diallo,20,5,183,2186,401,673,2,7,154,199,179,759,78,56,73,117,273,958,0.596,0.286,0.774,11.9,5.2,4.1,0.4,2017,0.0,0.0,0.0
1027,Kris Dunn,22,8,294,6904,990,2284,159,503,287,387,122,986,1257,419,123,514,824,2426,0.433,0.316,0.742,23.5,8.3,3.4,4.3,2017,0.0,0.0,0.0
1028,Henry Ellenson,20,5,83,787,121,326,49,146,51,66,28,206,49,13,3,41,63,342,0.371,0.336,0.773,9.5,4.1,2.5,0.6,2017,0.0,0.0,0.0
1029,Joel Embiid,22,8,420,13410,3831,7610,485,1437,3476,4218,947,4710,1514,381,705,1435,1290,11623,0.503,0.338,0.824,31.9,27.7,11.2,3.6,2017,177.0,500.0,0.354
1030,Kay Felder,21,2,58,526,83,228,11,41,46,61,6,59,78,21,8,46,49,223,0.364,0.268,0.754,9.1,3.8,1.0,1.3,2017,0.0,0.0,0.0
1031,Yogi Ferrell,23,5,259,5212,723,1721,289,791,259,310,70,537,601,167,29,219,356,1994,0.42,0.365,0.835,20.1,7.7,2.1,2.3,2017,1.0,500.0,0.002
1032,Dorian Finney-Smith,23,8,492,13690,1501,3436,747,2070,348,480,757,2266,694,394,220,424,1067,4097,0.437,0.361,0.725,27.8,8.3,4.6,1.4,2017,0.0,0.0,0.0
1033,Bryn Forbes,23,7,431,8582,1359,3119,720,1757,338,409,69,718,523,163,14,297,594,3776,0.436,0.41,0.826,19.9,8.8,1.7,1.2,2017,0.0,0.0,0.0
1034,Patricio Garino,23,1,5,43,0,7,0,5,0,0,1,7,0,0,0,3,4,0,0.0,0.0,,8.6,0.0,1.4,0.0,2017,0.0,0.0,0.0
1035,Michael Gbinije,24,1,9,32,1,10,0,4,2,2,2,3,2,0,0,0,2,4,0.1,0.0,1.0,3.6,0.4,0.3,0.2,2017,0.0,0.0,0.0
1036,Marcus Georges-Hunt,22,2,47,272,23,55,5,17,22,31,8,25,10,7,0,5,37,73,0.418,0.294,0.71,5.8,1.6,0.5,0.2,2017,0.0,0.0,0.0
1037,Jonathan Gibson,29,2,21,271,49,118,21,57,21,29,1,25,30,8,0,24,26,140,0.415,0.368,0.724,12.9,6.7,1.2,1.4,2017,0.0,0.0,0.0
1038,Treveon Graham,23,4,180,2883,266,694,120,360,105,152,121,400,144,76,16,76,297,757,0.383,0.333,0.691,16.0,4.2,2.2,0.8,2017,0.0,0.0,0.0
1039,A.J. Hammons,24,1,22,163,17,42,5,10,9,20,8,36,4,1,13,10,21,48,0.405,0.5,0.45,7.4,2.2,1.6,0.2,2017,0.0,0.0,0.0
1040,Andrew Harrison,22,3,145,2987,314,842,95,323,289,371,52,287,399,95,49,178,366,1012,0.373,0.294,0.779,20.6,7.0,2.0,2.8,2017,0.0,0.0,0.0
1041,Juancho Hernangómez,21,7,339,5269,590,1379,266,777,265,392,268,1131,216,131,71,167,365,1711,0.428,0.342,0.676,15.5,5.0,3.3,0.6,2017,0.0,0.0,0.0
1042,Willy Hernangómez,22,7,344,5149,974,1827,37,121,539,756,709,1982,364,145,134,347,573,2524,0.533,0.306,0.713,15.0,7.3,5.8,1.1,2017,8.0,500.0,0.016
1043,Buddy Hield,24,8,581,17013,3341,7701,1798,4484,747,871,440,2511,1487,502,183,1009,1208,9227,0.434,0.401,0.858,29.3,15.9,4.3,2.6,2017,21.0,500.0,0.042
1044,Danuel House Jr.,23,8,281,6012,711,1644,364,1005,298,392,148,846,323,156,94,209,439,2084,0.432,0.362,0.76,21.4,7.4,3.0,1.1,2017,0.0,0.0,0.0
1045,Brandon Ingram,19,8,445,14695,3148,6736,603,1661,1756,2234,322,2294,1850,319,245,1119,1080,8655,0.467,0.363,0.786,33.0,19.4,5.2,4.2,2017,0.0,0.0,0.0
1046,Demetrius Jackson,22,3,26,136,18,37,4,14,8,12,9,19,17,7,1,11,11,48,0.486,0.286,0.667,5.2,1.8,0.7,0.7,2017,0.0,0.0,0.0
1047,Pierre Jackson,25,1,8,84,13,39,3,11,6,7,1,9,19,2,0,3,5,35,0.333,0.273,0.857,10.5,4.4,1.1,2.4,2017,0.0,0.0,0.0
1048,Brice Johnson,22,2,21,107,22,49,0,1,3,5,10,34,3,11,7,6,13,47,0.449,0.0,0.6,5.1,2.2,1.6,0.1,2017,0.0,0.0,0.0
1049,Damian Jones,21,8,254,3588,502,761,24,63,252,357,276,822,182,87,172,167,512,1280,0.66,0.381,0.706,14.1,5.0,3.2,0.7,2017,0.0,0.0,0.0
1050,Derrick Jones Jr.,19,8,378,7289,924,1839,210,670,440,620,463,1242,265,244,260,210,719,2498,0.502,0.313,0.71,19.3,6.6,3.3,0.7,2017,0.0,0.0,0.0
1051,Mindaugas Kuzminskas,27,2,69,1018,158,371,54,168,55,68,47,126,69,29,11,51,79,425,0.426,0.321,0.809,14.8,6.2,1.8,1.0,2017,0.0,0.0,0.0
1052,Skal Labissière,20,4,148,2595,429,872,30,85,181,242,224,662,152,53,99,151,314,1069,0.492,0.353,0.748,17.5,7.2,4.5,1.0,2017,0.0,0.0,0.0
1053,Nicolás Laprovíttola,27,1,18,174,20,47,10,27,9,9,1,10,28,4,1,19,19,59,0.426,0.37,1.0,9.7,3.3,0.6,1.6,2017,0.0,0.0,0.0
1054,Jake Layman,22,6,243,3099,458,996,131,437,128,178,102,417,127,99,71,122,254,1175,0.46,0.3,0.719,12.8,4.8,1.7,0.5,2017,0.0,0.0,0.0
1055,Caris LeVert,22,8,418,11752,2221,5103,614,1789,910,1236,302,1589,1646,441,141,761,857,5966,0.435,0.343,0.736,28.1,14.3,3.8,3.9,2017,0.0,0.0,0.0
1056,Shawn Long,24,1,18,234,61,109,7,19,19,35,41,85,13,9,9,13,49,148,0.56,0.368,0.543,13.0,8.2,4.7,0.7,2017,0.0,0.0,0.0
1057,Timothé Luwawu-Cabarrot,21,6,328,5254,648,1657,320,956,321,387,124,656,293,132,42,232,605,1937,0.391,0.335,0.829,16.0,5.9,2.0,0.9,2017,0.0,0.0,0.0
1058,Sheldon Mac,24,1,30,287,30,75,7,30,23,27,4,34,15,8,2,5,17,90,0.4,0.233,0.852,9.6,3.0,1.1,0.5,2017,0.0,0.0,0.0
1059,Thon Maker,19,5,263,3624,425,976,130,397,236,347,218,726,161,96,173,142,460,1216,0.435,0.327,0.68,13.8,4.6,2.8,0.6,2017,0.0,0.0,0.0
1060,Patrick McCaw,21,5,199,3373,292,696,92,302,84,107,64,319,270,139,31,123,233,760,0.42,0.305,0.785,16.9,3.8,1.6,1.4,2017,0.0,0.0,0.0
1061,Rodney McGruder,25,7,317,6158,681,1622,301,836,162,241,253,885,381,161,50,190,459,1825,0.42,0.36,0.672,19.4,5.8,2.8,1.2,2017,1.0,500.0,0.002
1062,Dejounte Murray,20,7,427,12088,2500,5461,430,1254,757,960,403,2462,2160,615,114,825,759,6187,0.458,0.343,0.789,28.3,14.5,5.8,5.1,2017,0.0,0.0,0.0
1063,Jamal Murray,19,7,432,13172,2706,6032,900,2391,1063,1221,330,1598,1858,415,141,861,792,7375,0.449,0.376,0.871,30.5,17.1,3.7,4.3,2017,8.0,500.0,0.016
1064,Maurice Ndour,24,1,32,331,39,86,1,7,19,26,22,64,8,15,8,12,30,98,0.453,0.143,0.731,10.3,3.1,2.0,0.3,2017,0.0,0.0,0.0
1065,Georges Niang,23,8,417,6713,991,2282,621,1568,172,198,116,926,365,129,51,254,672,2775,0.434,0.396,0.869,16.1,6.7,2.2,0.9,2017,0.0,0.0,0.0
1066,David Nwaba,24,6,237,4583,603,1231,87,272,329,489,236,866,246,177,106,163,447,1622,0.49,0.32,0.673,19.3,6.8,3.7,1.0,2017,0.0,0.0,0.0
1067,Daniel Ochefu,23,1,19,75,12,27,0,0,0,2,5,22,3,2,0,3,17,24,0.444,,0.0,3.9,1.3,1.2,0.2,2017,0.0,0.0,0.0
1068,Chinanu Onuaku,20,2,6,74,7,12,0,0,4,4,3,14,4,3,1,7,10,18,0.583,,1.0,12.3,3.0,2.3,0.7,2017,0.0,0.0,0.0
1069,Georgios Papagiannis,19,2,39,477,74,144,0,2,12,14,37,123,29,7,23,32,56,160,0.514,0.0,0.857,12.2,4.1,3.2,0.7,2017,0.0,0.0,0.0
1070,Gary Payton II,24,8,180,2683,390,725,88,264,60,100,154,513,194,187,48,105,306,928,0.538,0.333,0.6,14.9,5.2,2.9,1.1,2017,0.0,0.0,0.0
1071,Marshall Plumlee,24,2,29,222,17,33,0,0,20,35,27,68,12,4,5,15,33,54,0.515,,0.571,7.7,1.9,2.3,0.4,2017,0.0,0.0,0.0
1072,Jakob Poeltl,21,8,522,11216,1894,2996,2,4,496,925,1364,3459,880,304,657,585,1251,4286,0.632,0.5,0.536,21.5,8.2,6.6,1.7,2017,0.0,0.0,0.0
1073,Alex Poythress,23,3,52,566,76,161,19,53,26,39,47,122,24,10,13,18,77,197,0.472,0.358,0.667,10.9,3.8,2.3,0.5,2017,0.0,0.0,0.0
1074,Taurean Prince,22,8,457,11146,1670,3961,771,2065,603,739,216,1670,792,371,190,681,952,4714,0.422,0.373,0.816,24.4,10.3,3.7,1.7,2017,0.0,0.0,0.0
1075,Tim Quarterman,22,2,19,93,14,32,5,15,2,5,4,17,12,2,3,13,7,35,0.438,0.333,0.4,4.9,1.8,0.9,0.6,2017,0.0,0.0,0.0
1076,Chasson Randle,23,4,119,1919,223,556,106,294,127,159,23,172,210,58,10,108,197,679,0.401,0.361,0.799,16.1,5.7,1.4,1.8,2017,0.0,0.0,0.0
1077,Malachi Richardson,21,3,70,625,67,187,28,93,36,46,10,70,24,16,2,26,63,198,0.358,0.301,0.783,8.9,2.8,1.0,0.3,2017,0.0,0.0,0.0
1078,Domantas Sabonis,20,8,527,15699,3163,5740,226,688,1566,2160,1302,5212,2315,402,242,1294,1644,8118,0.551,0.328,0.725,29.8,15.4,9.9,4.4,2017,0.0,0.0,0.0
1079,Dario Šarić,22,7,447,10465,1746,3928,607,1677,793,945,644,2489,846,259,92,669,929,4892,0.445,0.362,0.839,23.4,10.9,5.6,1.9,2017,266.0,500.0,0.532
1080,Tomáš Satoranský,25,6,388,8617,997,2132,237,670,445,543,312,1117,1586,309,60,513,658,2676,0.468,0.354,0.82,22.2,6.9,2.9,4.1,2017,0.0,0.0,0.0
1081,Wayne Selden,22,4,127,2386,338,814,112,326,127,177,54,253,189,57,19,145,209,915,0.415,0.344,0.718,18.8,7.2,2.0,1.5,2017,0.0,0.0,0.0
1082,Pascal Siakam,22,8,505,15620,3327,6788,517,1594,1601,2075,735,3301,1822,465,313,959,1393,8772,0.49,0.324,0.772,30.9,17.4,6.5,3.6,2017,0.0,0.0,0.0
1083,Diamond Stone,19,1,7,24,3,13,0,0,4,4,1,6,0,0,1,2,5,10,0.231,,1.0,3.4,1.4,0.9,0.0,2017,0.0,0.0,0.0
1084,Isaiah Taylor,22,2,71,1219,164,397,20,82,100,143,23,97,209,35,11,84,122,448,0.413,0.244,0.699,17.2,6.3,1.4,2.9,2017,0.0,0.0,0.0
1085,Mike Tobey,22,1,2,25,1,4,0,0,0,0,2,3,1,0,0,1,2,2,0.25,,,12.5,1.0,1.5,0.5,2017,0.0,0.0,0.0
1086,Tyler Ulis,21,3,133,2782,398,988,63,225,139,172,44,223,537,118,12,204,193,998,0.403,0.28,0.808,20.9,7.5,1.7,4.0,2017,0.0,0.0,0.0
1087,Jarrod Uthoff,23,2,16,168,23,56,6,18,7,9,10,28,9,3,4,3,10,59,0.411,0.333,0.778,10.5,3.7,1.8,0.6,2017,0.0,0.0,0.0
1088,Denzel Valentine,23,5,256,4817,680,1728,361,1004,74,94,101,857,466,159,31,228,412,1795,0.394,0.36,0.787,18.8,7.0,3.3,1.8,2017,0.0,0.0,0.0
1089,Fred VanVleet,22,8,448,13557,2231,5542,1095,2920,1075,1237,183,1508,2465,595,187,752,942,6632,0.403,0.375,0.869,30.3,14.8,3.4,5.5,2017,0.0,0.0,0.0
1090,Okaro White,24,3,44,557,40,105,16,47,22,25,29,95,23,11,11,19,58,118,0.381,0.34,0.88,12.7,2.7,2.2,0.5,2017,0.0,0.0,0.0
1091,Isaiah Whitehead,21,2,89,1823,244,594,51,167,104,132,36,210,212,50,38,166,198,643,0.411,0.305,0.788,20.5,7.2,2.4,2.4,2017,0.0,0.0,0.0
1092,Troy Williams,22,3,72,1176,168,374,43,144,50,77,49,191,52,57,22,60,131,429,0.449,0.299,0.649,16.3,6.0,2.7,0.7,2017,0.0,0.0,0.0
1093,Kyle Wiltjer,24,1,14,44,4,14,4,13,1,2,4,10,2,3,1,5,4,13,0.286,0.308,0.5,3.1,0.9,0.7,0.1,2017,0.0,0.0,0.0
1094,Stephen Zimmerman,20,1,19,108,10,31,0,0,3,5,11,35,4,2,5,3,17,23,0.323,,0.6,5.7,1.2,1.8,0.2,2017,0.0,0.0,0.0
1095,Paul Zipser,22,2,98,1667,169,455,70,209,50,65,28,256,82,35,31,83,164,458,0.371,0.335,0.769,17.0,4.7,2.6,0.8,2017,0.0,0.0,0.0
1096,Ivica Zubac,19,8,469,9904,1698,2792,1,12,818,1117,1143,3419,526,148,447,537,1122,4215,0.608,0.083,0.732,21.1,9.0,7.3,1.1,2017,0.0,0.0,0.0
1097,Bam Adebayo,20,7,442,13087,2546,4635,9,69,1566,2068,974,3785,1526,457,393,958,1106,6667,0.549,0.13,0.757,29.6,15.1,8.6,3.5,2018,0.0,0.0,0.0
1098,Jarrett Allen,19,7,438,12152,2115,3342,19,106,1084,1539,1257,3910,666,264,576,598,911,5333,0.633,0.179,0.704,27.7,12.2,8.9,1.5,2018,0.0,0.0,0.0
1099,Kadeem Allen,25,3,47,640,90,207,22,63,56,74,14,71,109,24,8,43,68,258,0.435,0.349,0.757,13.6,5.5,1.5,2.3,2018,0.0,0.0,0.0
1100,Ike Anigbogu,19,2,14,36,4,12,0,0,5,6,6,12,1,1,4,3,1,13,0.333,,0.833,2.6,0.9,0.9,0.1,2018,0.0,0.0,0.0
1101,OG Anunoby,20,7,397,11415,1780,3759,655,1745,489,659,434,1698,635,491,201,511,952,4704,0.474,0.375,0.742,28.8,11.8,4.3,1.6,2018,0.0,0.0,0.0
1102,Ryan Arcidiacono,23,7,249,3916,358,848,181,488,134,166,53,449,486,121,7,133,355,1031,0.422,0.371,0.807,15.7,4.1,1.8,2.0,2018,0.0,0.0,0.0
1103,Jamel Artis,25,1,15,279,31,79,8,29,7,12,4,38,18,2,3,8,11,77,0.392,0.276,0.583,18.6,5.1,2.5,1.2,2018,0.0,0.0,0.0
1104,Dwayne Bacon,22,4,207,4012,571,1419,127,404,234,300,58,537,230,96,14,124,273,1503,0.402,0.314,0.78,19.4,7.3,2.6,1.1,2018,0.0,0.0,0.0
1105,Lonzo Ball,20,5,252,8187,1117,2790,595,1633,166,287,262,1447,1563,391,162,637,547,2995,0.4,0.364,0.578,32.5,11.9,5.7,6.2,2018,0.0,0.0,0.0
1106,Jordan Bell,23,5,161,1937,257,466,4,20,75,118,153,497,201,62,122,118,200,593,0.552,0.2,0.636,12.0,3.7,3.1,1.2,2018,0.0,0.0,0.0
1107,Khem Birch,25,6,282,4825,537,1032,14,70,314,450,544,1241,274,136,154,153,460,1402,0.52,0.2,0.698,17.1,5.0,4.4,1.0,2018,0.0,0.0,0.0
1108,Jabari Bird,23,1,13,115,15,26,3,7,6,13,6,19,8,3,1,8,7,39,0.577,0.429,0.462,8.8,3.0,1.5,0.6,2018,0.0,0.0,0.0
1109,Antonio Blakeney,21,2,76,1143,219,539,51,143,80,115,11,139,62,19,10,46,60,569,0.406,0.357,0.696,15.0,7.5,1.8,0.8,2018,0.0,0.0,0.0
1110,Bogdan Bogdanović,25,7,401,11433,2121,4819,993,2569,571,688,184,1348,1308,406,99,563,841,5806,0.44,0.387,0.83,28.5,14.5,3.4,3.3,2018,0.0,0.0,0.0
1111,Chris Boucher,25,7,338,6076,1054,2176,290,865,576,741,611,1768,156,168,351,177,676,2974,0.484,0.335,0.777,18.0,8.8,5.2,0.5,2018,0.0,0.0,0.0
1112,Tony Bradley,20,6,179,1994,346,548,6,12,94,138,277,729,90,42,99,101,247,792,0.631,0.5,0.681,11.1,4.4,4.1,0.5,2018,0.0,0.0,0.0
1113,Dillon Brooks,22,7,373,10754,2016,4806,626,1805,724,908,273,1171,783,351,99,589,1248,5382,0.419,0.347,0.797,28.8,14.4,3.1,2.1,2018,0.0,0.0,0.0
1114,Sterling Brown,22,6,268,4458,531,1267,248,683,121,152,154,891,268,140,47,177,379,1431,0.419,0.363,0.796,16.6,5.3,3.3,1.0,2018,0.0,0.0,0.0
1115,Thomas Bryant,20,7,248,4732,966,1621,118,325,359,472,366,1379,262,83,182,198,434,2409,0.596,0.363,0.761,19.1,9.7,5.6,1.1,2018,0.0,0.0,0.0
1116,Alex Caruso,23,7,322,6937,719,1637,278,742,344,458,191,874,868,388,136,390,646,2060,0.439,0.375,0.751,21.5,6.4,2.7,2.7,2018,0.0,0.0,0.0
1117,Tyler Cavanaugh,23,2,50,557,70,162,33,94,19,23,48,135,28,9,4,15,64,192,0.432,0.351,0.826,11.1,3.8,2.7,0.6,2018,0.0,0.0,0.0
1118,Gian Clavell,24,1,7,64,6,18,6,15,2,2,1,7,3,2,0,2,8,20,0.333,0.4,1.0,9.1,2.9,1.0,0.4,2018,0.0,0.0,0.0
1119,Antonius Cleveland,23,2,28,169,12,35,3,7,7,11,5,21,3,8,8,9,31,34,0.343,0.429,0.636,6.0,1.2,0.8,0.1,2018,0.0,0.0,0.0
1120,John Collins,20,7,395,11508,2420,4441,391,1094,962,1229,869,3145,565,227,403,570,1210,6193,0.545,0.357,0.783,29.1,15.7,8.0,1.4,2018,0.0,0.0,0.0
1121,Zach Collins,20,6,276,5444,849,1769,185,550,348,460,400,1354,482,115,198,394,713,2231,0.48,0.336,0.757,19.7,8.1,4.9,1.7,2018,0.0,0.0,0.0
1122,Kyle Collinsworth,26,1,32,480,38,99,4,17,21,40,32,107,56,17,9,24,44,101,0.384,0.235,0.525,15.0,3.2,3.3,1.8,2018,0.0,0.0,0.0
1123,Charles Cooke,23,1,13,38,2,14,1,8,1,2,0,2,1,1,0,1,0,6,0.143,0.125,0.5,2.9,0.5,0.2,0.1,2018,0.0,0.0,0.0
1124,Matt Costello,24,1,4,32,2,4,0,0,0,0,1,9,2,2,2,1,7,4,0.5,,,8.0,1.0,2.3,0.5,2018,0.0,0.0,0.0
1125,Torrey Craig,27,7,406,8123,942,2075,368,1053,199,283,530,1642,429,213,231,270,854,2451,0.454,0.349,0.703,20.0,6.0,4.0,1.1,2018,0.0,0.0,0.0
1126,Tyler Dorsey,21,3,107,1680,255,651,117,333,83,124,45,245,135,31,7,64,116,710,0.392,0.351,0.669,15.7,6.6,2.3,1.3,2018,0.0,0.0,0.0
1127,Damyean Dotson,23,5,213,4242,603,1446,253,733,135,190,58,532,315,109,20,151,255,1594,0.417,0.345,0.711,19.9,7.5,2.5,1.5,2018,0.0,0.0,0.0
1128,Milton Doyle,24,1,10,125,13,47,4,23,4,8,3,18,10,6,2,2,13,34,0.277,0.174,0.5,12.5,3.4,1.8,1.0,2018,0.0,0.0,0.0
1129,PJ Dozier,21,6,121,1973,268,667,83,270,74,110,66,332,199,64,35,92,174,693,0.402,0.307,0.673,16.3,5.7,2.7,1.6,2018,0.0,0.0,0.0
1130,Jawun Evans,21,2,56,843,92,267,15,57,38,49,10,96,110,39,6,50,105,237,0.345,0.263,0.776,15.1,4.2,1.7,2.0,2018,0.0,0.0,0.0
1131,Terrance Ferguson,19,4,204,4000,334,827,195,583,61,81,75,263,144,92,43,93,476,924,0.404,0.334,0.753,19.6,4.5,1.3,0.7,2018,0.0,0.0,0.0
1132,De'Aaron Fox,20,7,422,13725,3231,6838,575,1742,1731,2357,236,1567,2618,559,176,1151,1096,8768,0.473,0.33,0.734,32.5,20.8,3.7,6.2,2018,0.0,0.0,0.0
1133,Markelle Fultz,19,7,196,5172,969,2052,75,273,304,414,164,676,984,240,55,392,393,2317,0.472,0.275,0.734,26.4,11.8,3.4,5.0,2018,0.0,0.0,0.0
1134,Josh Gray,24,2,7,109,12,43,3,13,7,11,3,12,14,8,2,12,9,34,0.279,0.231,0.636,15.6,4.9,1.7,2.0,2018,0.0,0.0,0.0
1135,Daniel Hamilton,22,2,25,232,28,71,10,28,3,6,10,52,30,7,1,18,21,69,0.394,0.357,0.5,9.3,2.8,2.1,1.2,2018,0.0,0.0,0.0
1136,Shaquille Harrison,24,7,183,2780,364,837,52,185,178,248,73,445,301,178,65,120,269,958,0.435,0.281,0.718,15.2,5.2,2.4,1.6,2018,0.0,0.0,0.0
1137,Josh Hart,22,7,406,11487,1402,3024,521,1489,588,792,432,2500,998,390,132,497,935,3913,0.464,0.35,0.742,28.3,9.6,6.2,2.5,2018,0.0,0.0,0.0
1138,Nigel Hayes,23,1,9,122,11,33,4,16,1,3,4,22,6,2,3,2,8,27,0.333,0.25,0.333,13.6,3.0,2.4,0.7,2018,0.0,0.0,0.0
1139,Reggie Hearn,26,1,3,7,1,2,1,2,0,0,0,0,0,0,0,0,0,3,0.5,0.5,,2.3,1.0,0.0,0.0,2018,0.0,0.0,0.0
1140,Myke Henry,25,1,20,378,41,109,19,58,6,10,10,38,22,31,6,19,28,107,0.376,0.328,0.6,18.9,5.4,1.9,1.1,2018,0.0,0.0,0.0
1141,Isaiah Hicks,23,2,21,272,37,80,2,9,16,23,12,48,18,3,7,17,50,92,0.463,0.222,0.696,13.0,4.4,2.3,0.9,2018,0.0,0.0,0.0
1142,John Holland,29,2,25,175,17,59,11,36,9,13,6,24,5,7,2,8,10,54,0.288,0.306,0.692,7.0,2.2,1.0,0.2,2018,0.0,0.0,0.0
1143,Vince Hunter,23,1,4,7,3,5,0,0,0,0,2,3,0,0,1,1,0,6,0.6,,,1.8,1.5,0.8,0.0,2018,0.0,0.0,0.0
1144,Andre Ingram,32,2,6,79,8,23,5,12,3,3,2,8,7,4,3,4,3,24,0.348,0.417,1.0,13.2,4.0,1.3,1.2,2018,0.0,0.0,0.0
1145,Jonathan Isaac,20,5,168,3921,543,1247,153,468,219,278,212,871,159,177,236,167,306,1458,0.435,0.327,0.788,23.3,8.7,5.2,0.9,2018,0.0,0.0,0.0
1146,Wes Iwundu,23,5,226,3827,345,845,74,253,225,282,115,555,208,102,51,120,341,989,0.408,0.292,0.798,16.9,4.4,2.5,0.9,2018,0.0,0.0,0.0
1147,Aaron Jackson,31,1,1,35,3,9,1,4,1,2,2,3,1,0,0,1,4,8,0.333,0.25,0.5,35.0,8.0,3.0,1.0,2018,0.0,0.0,0.0
1148,Josh Jackson,20,5,291,6718,1222,2939,263,901,569,837,250,1159,534,251,169,536,733,3276,0.416,0.292,0.68,23.1,11.3,4.0,1.8,2018,0.0,0.0,0.0
1149,Justin Jackson,22,6,278,4886,638,1508,236,739,164,206,117,654,285,94,43,118,291,1676,0.423,0.319,0.796,17.6,6.0,2.4,1.0,2018,0.0,0.0,0.0
